"ID","UniqueId","Date","Time","site","TYPE","MakeId","ModelId","All Data With MakeandModel Field_MakeandModel","Make and Model Lookup With MakeandModel Field_MakeandModel","Make Code","Make Desc","Model Code","Model Desc","Generic Model","PropulsionTypeId","Propulsion Type Code","Propulsion Type Desc","BodyTypeId","Body Type Code","Body Type Desc 1","BodyTypeDesc2","Postcode","MonthFirstReg","FirstRegMonth","YearManufacture","WheelPlanId","Wheel Plan Code","Wheel Plan Desc","GrossWeight","EngineSize","Co","Co2","Part","Nox","Hc","Hcnox","Euro","EuroStatusNum","Mass"
55,"985432","18/06/2016","00:16:18","1",,"MB","179","MB_179","MB_179","MB","FORD","179","FOCUS STYLE TD 90","FORD FOCUS","2","2","DIESEL","14","14","CARS","5 Door Hatchback","HG028","2008-05","2008-05-01","2008","C","C","2 AXLE RIGID BODY","0","1560","0.178","118","0.019","0.205","NULL","0.221","Euro 4","98/69/EC","1352"
56,"842225","18/06/2016","00:16:20","1",,"DF","168","DF_168","DF_168","DF","VAUXHALL","168","INSIGNIA SRI CDTI","VAUXHALL INSIGNIA","2","2","DIESEL","14","14","CARS","5 Door Hatchback","HG014","2012-03","2012-03-01","2012","C","C","2 AXLE RIGID BODY","0","1956","0.278","134","NULL","0.138","NULL","0.165","NULL","715/2007*566/2011J","1664"
57,"823717","18/06/2016","00:16:41","1",,"DB","877","DB_877","DB_877","DB","VAUXHALL","877","CORSA COMFORT Di","VAUXHALL CORSA","2","2","DIESEL","13","13","CARS","3 Door Hatchback","BD200","2002-05","2002-05-01","2002","C","C","2 AXLE RIGID BODY","0","1686","0.13","127","0.023","0.374","NULL","0.388","NULL","2001/1A","1535"
58,"972170","18/06/2016","00:17:02","1",,"ML","240","ML_240","ML_240","ML","VOLKSWAGEN","240","PASSAT S BLUEMOTION TECH TDI","VOLKSWAGEN PASSAT","2","2","DIESEL","2","2","CARS","4 Door Saloon","RG142","2012-10","2012-10-01","2012","C","C","2 AXLE RIGID BODY","2040","1598","0.172","114","NULL","0.11","NULL","0.138","NULL","715/2007*566/2011F","1499"
59,"1009919","18/06/2016","00:17:12","1",,"MN","60","MN_60","MN_60","MN","FORD","60","MONDEO EDGE TDCI 140","FORD MONDEO","2","2","DIESEL","6","6","CARS","Estate","HG028","2011-12","2011-12-01","2011","C","C","2 AXLE RIGID BODY","2290","1997","0.276","139","NULL","0.171","NULL","0.206","Euro 5","715/2007; 692/2","1645"
60,"843701","18/06/2016","00:17:15","1",,"DA","282","DA_282","DA_282","DA","TOYOTA","282","AVENSIS SELECT D-4D","TOYOTA AVENSIS","2","2","DIESEL","2","2","CARS","4 Door Saloon","HG014","2013-09","2013-09-01","2013","C","C","2 AXLE RIGID BODY","0","1995","0.237","119","NULL","0.164","NULL","0.178","NULL","EC 630/2012J","1628"
61,"912039","18/06/2016","00:17:17","1",,"ML","564","ML_564","ML_564","ML","VOLKSWAGEN","564","PASSAT HIGHLINE TDI BLUE TECH","VOLKSWAGEN PASSAT","2","2","DIESEL","6","6","CARS","Estate","G 524","2013-11","2013-11-01","2013","C","C","2 AXLE RIGID BODY","2180","1968","0.228","120","NULL","0.094","NULL","0.125","NULL","715/2007*630/2012J","1571"
62,"953135","18/06/2016","00:17:19","1",,"B2","782","B2_782","B2_782","B2","LAND ROVER","782","RANGE ROVER SPORT HSE SDV6 A","LAND ROVER RANGE ROVER","2","2","DIESEL","6","6","CARS","Estate","LS297","2015-09","2015-09-01","2015","C","C","2 AXLE RIGID BODY","3050","2993","0.189","185","NULL","0.071","NULL","0.071","NULL","715/2007","2203"
63,"852827","18/06/2016","00:17:30","1",,"MM","911","MM_911","MM_911","MM","MERCEDES","911","C220 SPORT BLUETEC","MERCEDES C CLASS","2","2","DIESEL","2","2","CARS","4 Door Saloon","MK101","2015-04","2015-04-01","2015","C","C","2 AXLE RIGID BODY","2115","2143","0.277","104","0.32","0.062","NULL","0.081","NULL","715/2007*136/2014T","1550"
64,"902236","18/06/2016","00:17:44","1",,"R1","462","R1_462","R1_462","R1","TOYOTA","462","YARIS GS","TOYOTA YARIS","1","1","PETROL","14","14","CARS","5 Door Hatchback","LS042","2002-02","2002-02-01","2002","C","C","2 AXLE RIGID BODY","0","998","0.43","137","NULL","0.03","0.12","NULL","NULL","1999/102/EC","1050"
65,"908582","18/06/2016","00:17:48","1",,"MC","329","MC_329","MC_329","MC","VOLKSWAGEN","329","JETTA SE TDI 105","VOLKSWAGEN JETTA","2","2","DIESEL","2","2","CARS","4 Door Saloon","BD013","2008-06","2008-06-01","2008","C","C","2 AXLE RIGID BODY","0","1896","0.047","137","0.019","0.191","NULL","0.203","NULL","70/220/EWG*2003/76B/EC","1420"
66,"960617","18/06/2016","00:18:32","1",,"MB","666","MB_666","MB_666","MB","FORD","666","FIESTA BASE TDCI 68","FORD FIESTA","2","2","DIESEL","24","24","GOODS","Car Derived Van","TS231","2010-03","2010-03-01","2010","C","C","2 AXLE RIGID BODY","0","1399","0.117","0","0.018","0.201","NULL","0.215","Euro 4","98/69/EC","1097"
67,"888848","18/06/2016","00:18:58","1",,"LE","812","LE_812","LE_812","LE","RENAULT","812","MEGANE DYNAMIQUE","RENAULT MEGANE","1","1","PETROL","13","13","CARS","3 Door Hatchback","DL054","2004-09","2004-09-01","2004","C","C","2 AXLE RIGID BODY","0","1390","0.365","164","NULL","NULL","NULL","NULL","NULL","70/220*2001/100A/CE","0"
68,"407470","18/06/2016","00:19:01","1",,"MJ","651","MJ_651","MJ_651","MJ","AUDI","651","A5 S LINE BLACK EDITON TDI CVT","AUDI A5","2","2","DIESEL","5","5","CARS","Coupe","LS074","2013-07","2013-07-01","2013","C","C","2 AXLE RIGID BODY","1995","1968","0.103","123","NULL","0.142","NULL","0.158","NULL","715/2007*630/2012J","1570"
69,"829382","18/06/2016","00:20:02","1",,"MC","645","MC_645","MC_645","MC","VOLKSWAGEN","645","TIGUAN SE TDI 140","VOLKSWAGEN TIGUAN","2","2","DIESEL","6","6","CARS","Estate","LS167","2008-04","2008-04-01","2008","C","C","2 AXLE RIGID BODY","0","1968","0.17","182","NULL","0.15","NULL","0.166","NULL","70/220/EWG*2006/96B/EC","1665"
70,"926398","18/06/2016","00:20:49","1",,"M0","638","M0_638","M0_638","M0","BMW","638","X5 D SPORT AUTO","BMW X5","2","2","DIESEL","6","6","CARS","Estate","DL146","2006-04","2006-04-01","2006","C","C","2 AXLE RIGID BODY","0","2993","0.145","250","0.055","0.599","NULL","0.639","NULL","70/220*2002/800A","2180"
71,"968290","18/06/2016","00:20:51","1",,"DC","700","DC_700","DC_700","DC","VAUXHALL","700","ASTRA SRI CDTI 150 XPACK","VAUXHALL ASTRA","2","2","DIESEL","14","14","CARS","5 Door Hatchback","YO104","2005-03","2005-03-01","2005","C","C","2 AXLE RIGID BODY","0","1910","0.191","157","0.017","0.196","NULL","0.226","NULL","70/220*2003/76B","1393"
72,"917585","18/06/2016","00:21:34","1",,"R0","263","R0_263","R0_263","R0","HONDA","263","CIVIC LSI AUTO","HONDA CIVIC","1","1","PETROL","13","13","CARS","3 Door Hatchback","BD024","1995-10","1995-10-01","1995","C","C","2 AXLE RIGID BODY","1010","1493","NULL","NULL","NULL","NULL","NULL","NULL","NULL",,"0"
73,"447289","18/06/2016","00:21:47","1",,"MA","385","MA_385","MA_385","MA","FORD","385","FOCUS SPORT","FORD FOCUS","1","1","PETROL","14","14","CARS","5 Door Hatchback","LS197","2007-03","2007-03-01","2007","C","C","2 AXLE RIGID BODY","0","1596","0.547","159","NULL","0.05","0.072","NULL","NULL","98/69/EC","1249"
74,"996512","18/06/2016","00:21:53","1",,"MR","232","MR_232","MR_232","MR","VOLKSWAGEN","232","GOLF GTE S-A","VOLKSWAGEN GOLF","8","8","HYBRID ELECTRIC","14","14","CARS","5 Door Hatchback","HG020","2015-07","2015-07-01","2015","C","C","2 AXLE RIGID BODY","2020","1395","0.056","39","NULL","0.009","0.008","NULL","NULL","715/2007*136/2014W","1599"
75,"826292","18/06/2016","00:22:33","1",,"N1","765","N1_765","N1_765","N1","FIAT","765","PUNTO ACTIVE","FIAT PUNTO","1","1","PETROL","14","14","CARS","5 Door Hatchback","TS030","2006-09","2006-09-01","2006","C","C","2 AXLE RIGID BODY","0","1242","0.456","140","NULL","0.014","0.043","NULL","NULL","70/220*2003/76B","1105"
76,"952010","18/06/2016","00:22:35","1",,"MC","798","MC_798","MC_798","MC","VOLKSWAGEN","798","PASSAT GT CC TDI 170 DSG","VOLKSWAGEN PASSAT","2","2","DIESEL","5","5","CARS","Coupe","TS255","2010-05","2010-05-01","2010","C","C","2 AXLE RIGID BODY","0","1968","0.118","159","NULL","0.158","NULL","0.172","NULL","715/2007*692/2008A","1567"
77,"151048","18/06/2016","00:23:35","1",,"Q0","271","Q0_271","Q0_271","Q0","SKODA","271","OCTAVIA CLASSIC TDI","SKODA OCTAVIA","2","2","DIESEL","14","14","CARS","5 Door Hatchback","WF013","2006-09","2006-09-01","2006","C","C","2 AXLE RIGID BODY","0","1896","0.05","138","0.02","0.2","NULL","0.21","NULL","70/220/EEC*2003/76B/EC","1362"
78,"960412","18/06/2016","00:23:37","1",,"MM","71","MM_71","MM_71","MM","MERCEDES","71","E350 BLUEF-CY SPORT CDI A","MERCEDES E CLASS","2","2","DIESEL","2","2","CARS","4 Door Saloon","TS255","2009-11","2009-11-01","2009","C","C","2 AXLE RIGID BODY","2350","2987","0.309","186","0.002","0.142","NULL","0.195","NULL","715/2007*692/2008A","1825"
79,"827189","18/06/2016","00:23:44","1",,"N1","516","N1_516","N1_516","N1","FIAT","516","PUNTO 1.2","FIAT PUNTO","1","1","PETROL","13","13","CARS","3 Door Hatchback","LS184","2001-10","2001-10-01","2001","C","C","2 AXLE RIGID BODY","0","1242","0.568","136","NULL","0.038","0.059","NULL","NULL","1999/102A/EC","935"
80,"956161","18/06/2016","00:23:50","1",,"QF","717","QF_717","QF_717","QF","VOLVO","717","XC90 R-DESIGN D5 AWD AUTO","VOLVO XC90","2","2","DIESEL","6","6","CARS","Estate","LS196","2016-05","2016-05-01","2016","C","C","2 AXLE RIGID BODY","0","1969","0.302","152","0.001","0.075","NULL","0.119","NULL","715/2007*136/2014W","2171"
81,"236260","18/06/2016","00:23:51","1",,"D6","328","D6_328","D6_328","D6","NISSAN","328","NOTE ACENTA","NISSAN NOTE","1","1","PETROL","96","96","CARS","Multi Purpose Vehicle","LS134","2008-03","2008-03-01","2008","C","C","2 AXLE RIGID BODY","0","1386","0.586","150","NULL","0.019","0.037","NULL","NULL","70/220/EEC*2003/76/EC (B)","0"
82,"922257","18/06/2016","00:24:14","1",,"DC","526","DC_526","DC_526","DC","VAUXHALL","526","ASTRA DESIGN CDTI 100","VAUXHALL ASTRA","2","2","DIESEL","14","14","CARS","5 Door Hatchback","HG041","2005-04","2005-04-01","2005","C","C","2 AXLE RIGID BODY","0","1686","0.325","138","0.012","0.199","NULL","0.226","NULL","70/220*2002/80B","1365"
